Date/Time	Electricity:Facility [kW](Hourly)	Fans:Electricity [kW](Hourly)	Cooling:Electricity [kW](Hourly)	Heating:Electricity [kW](Hourly)	InteriorLights:Electricity [kW](Hourly)	InteriorEquipment:Electricity [kW](Hourly)	Gas:Facility [kW](Hourly)	Heating:Gas [kW](Hourly)	Electricity:Facility [kW](Monthly)	Gas:Facility [kW](Monthly)
 04/07  14:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	6.901705046	6.901705046		
 04/07  15:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	6.89106271	6.89106271		
 04/07  16:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	6.710695146	6.710695146		
 04/07  17:00:00	20.4900725	0	0	0	16.44367379	4.046398712	0	0		
 04/07  18:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 04/07  19:00:00	11.13800047	0.1836762	0	0	5.481224596	1.011599678	6.247951472	6.247951472		
 04/07  20:00:00	15.81209369	0.396269417	0	0	5.481224596	1.011599678	13.50071519	13.50071519		
 04/07  21:00:00	15.89495449	0.479130213	0	0	5.481224596	1.011599678	16.02504599	16.02504599		
 04/07  22:00:00	15.92849189	0.512667613	0	0	5.481224596	1.011599678	17.11147777	17.11147777		
 04/07  23:00:00	16.02378516	0.607960881	0	0	5.481224596	1.011599678	20.12386471	20.12386471		
 04/07  24:00:00	16.0140873	0.598263025	0	0	5.481224596	1.011599678	19.84926746	19.84926746		
 04/08  01:00:00	16.11423533	0.698411058	0	0	5.481224596	1.011599678	23.02395356	23.02395356		
 04/08  02:00:00	16.13324711	0.717422836	0	0	5.481224596	1.011599678	23.72087475	23.72087475		
 04/08  03:00:00	16.20687935	0.791055074	0	0	5.481224596	1.011599678	26.01348142	26.01348142		
 04/08  04:00:00	16.17399845	0.758174179	0	0	5.481224596	1.011599678	25.04750958	25.04750958		
 04/08  05:00:00	16.30405687	0.888232595	0	0	5.481224596	1.011599678	29.17484129	29.17484129		
 04/08  06:00:00	13.41964931	0.978158373	0	0	5.481224596	1.011599678	32.24847611	32.24847611		
 04/08  07:00:00	9.971669077	3.478844803	0	0	5.481224596	1.011599678	62.77868474	62.77868474		
 04/08  08:00:00	10.98326876	3.478844803	0	0	5.481224596	2.023199356	51.31813705	51.31813705		
 04/08  09:00:00	20.68018255	3.478844803	0	0	13.15493903	4.046398712	34.9104416	34.9104416		
 04/08  10:00:00	20.68018255	3.478844803	0	0	13.15493903	4.046398712	31.45153368	31.45153368		
 04/08  11:00:00	20.68018255	3.478844803	0	0	13.15493903	4.046398712	15.58841609	15.58841609		
 04/08  12:00:00	9.971669077	3.478844803	0	0	5.481224596	1.011599678	9.830108753	9.830108753		
 04/08  13:00:00	9.971669077	3.478844803	0	0	5.481224596	1.011599678	11.78384145	11.78384145		
 04/08  14:00:00	9.971669077	3.478844803	0	0	5.481224596	1.011599678	15.85729988	15.85729988		
 04/08  15:00:00	9.971669077	3.478844803	0	0	5.481224596	1.011599678	14.28060275	14.28060275		
 04/08  16:00:00	6.611850535	0.11902626	0	0	5.481224596	1.011599678	4.073533579	4.073533579		
 04/08  17:00:00	6.771283441	0.278459167	0	0	5.481224596	1.011599678	9.424758787	9.424758787		
 04/08  18:00:00	6.841282176	0.348457902	0	0	5.481224596	1.011599678	11.79272392	11.79272392		
 04/08  19:00:00	11.51750193	0.563177654	0	0	5.481224596	1.011599678	18.69778853	18.69778853		
 04/08  20:00:00	16.33587651	0.920052233	0	0	5.481224596	1.011599678	30.25367545	30.25367545		
 04/08  21:00:00	16.45785885	1.042034572	0	0	5.481224596	1.011599678	34.43513743	34.43513743		
 04/08  22:00:00	16.67129213	1.255467853	0	0	5.481224596	1.011599678	41.28645628	41.28645628		
 04/08  23:00:00	16.63960531	1.223781035	0	0	5.481224596	1.011599678	40.4916127	40.4916127		
 04/08  24:00:00	16.81097505	1.395150777	0	0	5.481224596	1.011599678	45.84433016	45.84433016		
 04/09  01:00:00	16.73545211	1.319627838	0	0	5.481224596	1.011599678	43.66845761	43.66845761		
 04/09  02:00:00	16.9000028	1.484178523	0	0	5.481224596	1.011599678	48.74367259	48.74367259		
 04/09  03:00:00	16.78638407	1.370559793	0	0	5.481224596	1.011599678	45.3447087	45.3447087		
 04/09  04:00:00	17.07931638	1.663492104	0	0	5.481224596	1.011599678	54.56575052	54.56575052		
 04/09  05:00:00	16.99613309	1.580308815	0	0	5.481224596	1.011599678	52.31716535	52.31716535		
 04/09  06:00:00	14.16384506	1.722354115	0	0	5.481224596	1.011599678	56.46814515	56.46814515		
 04/09  07:00:00	7.879671124	1.386846849	0	0	5.481224596	1.011599678	45.78806068	45.78806068		
 04/09  08:00:00	7.737360388	1.244536114	0	0	5.481224596	1.011599678	40.69501601	40.69501601		
 04/09  09:00:00	7.282761588	0.789937313	0	0	5.481224596	1.011599678	25.9146057	25.9146057		
 04/09  10:00:00	7.001930453	0.509106178	0	0	5.481224596	1.011599678	16.60984935	16.60984935		
 04/09  11:00:00	6.662442944	0.16961867	0	0	5.481224596	1.011599678	5.563044004	5.563044004		
 04/09  12:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 04/09  13:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 04/09  14:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 04/09  15:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 04/09  16:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 04/09  17:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 04/09  18:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 04/09  19:00:00	11.14842689	0.19410262	0	0	5.481224596	1.011599678	6.301322797	6.301322797		
 04/09  20:00:00	16.02542026	0.609595987	0	0	5.481224596	1.011599678	19.86792804	19.86792804		
 04/09  21:00:00	16.23019432	0.81437005	0	0	5.481224596	1.011599678	26.60288644	26.60288644		
 04/09  22:00:00	16.40917637	0.993352097	0	0	5.481224596	1.011599678	32.55607035	32.55607035		
 04/09  23:00:00	16.48037245	1.064548179	0	0	5.481224596	1.011599678	34.91474425	34.91474425		
 04/09  24:00:00	16.701419	1.285594723	0	0	5.481224596	1.011599678	42.22218665	42.22218665		
 04/10  01:00:00	16.77272609	1.356901815	0	0	5.481224596	1.011599678	44.62362156	44.62362156		
 04/10  02:00:00	16.94842489	1.53260062	0	0	5.481224596	1.011599678	50.42268104	50.42268104		
 04/10  03:00:00	16.8345465	1.418722225	0	0	5.481224596	1.011599678	46.70659777	46.70659777		
 04/10  04:00:00	16.8629447	1.44712043	0	0	5.481224596	1.011599678	47.61297345	47.61297345		
 04/10  05:00:00	16.76545734	1.349633068	0	0	5.481224596	1.011599678	44.39361748	44.39361748		
 04/10  06:00:00	15.92033574	3.478844803	0	0	5.481224596	1.011599678	70.59357339	70.59357339		
 04/10  07:00:00	30.46174158	3.478844803	0	0	21.92489839	5.05799839	56.52500274	56.52500274		
 04/10  08:00:00	49.9402144	3.478844803	0	0	38.36857217	8.092797425	40.33725102	40.33725102		
 04/10  09:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	22.78123954	22.78123954		
 04/10  10:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	9.22909025	9.22909025		
 04/10  11:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	6.093426486	6.093426486		
 04/10  12:00:00	55.421439	3.478844803	0	0	43.84979677	8.092797425	5.093509442	5.093509442		
 04/10  13:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	4.708815356	4.708815356		
 04/10  14:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	5.323442714	5.323442714		
 04/10  15:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	5.634747003	5.634747003		
 04/10  16:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	5.792144314	5.792144314		
 04/10  17:00:00	20.4900725	0	0	0	16.44367379	4.046398712	0	0		
 04/10  18:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 04/10  19:00:00	11.18376816	0.229443884	0	0	5.481224596	1.011599678	7.783733362	7.783733362		
 04/10  20:00:00	15.92578336	0.509959086	0	0	5.481224596	1.011599678	17.08865829	17.08865829		
 04/10  21:00:00	15.92065214	0.504827862	0	0	5.481224596	1.011599678	16.64117702	16.64117702		
 04/10  22:00:00	16.17931893	0.76349466	0	0	5.481224596	1.011599678	25.27750921	25.27750921		
 04/10  23:00:00	16.04638819	0.630563912	0	0	5.481224596	1.011599678	20.71595933	20.71595933		
 04/10  24:00:00	16.33547401	0.919649734	0	0	5.481224596	1.011599678	30.40093527	30.40093527		
 04/11  01:00:00	16.13380326	0.717978986	0	0	5.481224596	1.011599678	23.57409205	23.57409205		
 04/11  02:00:00	16.38290314	0.967078864	0	0	5.481224596	1.011599678	31.94252463	31.94252463		
 04/11  03:00:00	16.15940253	0.743578255	0	0	5.481224596	1.011599678	24.38735926	24.38735926		
 04/11  04:00:00	16.4620348	1.046210522	0	0	5.481224596	1.011599678	34.49435324	34.49435324		
 04/11  05:00:00	16.3093202	0.893495926	0	0	5.481224596	1.011599678	29.26092029	29.26092029		
 04/11  06:00:00	15.92033574	3.478844803	0	0	5.481224596	1.011599678	61.87882033	61.87882033		
 04/11  07:00:00	30.46174158	3.478844803	0	0	21.92489839	5.05799839	46.8950662	46.8950662		
 04/11  08:00:00	49.9402144	3.478844803	0	0	38.36857217	8.092797425	35.57506109	35.57506109		
 04/11  09:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	21.10629134	21.10629134		
 04/11  10:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	19.04607198	19.04607198		
 04/11  11:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	21.37532567	21.37532567		
 04/11  12:00:00	55.421439	3.478844803	0	0	43.84979677	8.092797425	14.12411351	14.12411351		
 04/11  13:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	7.657983148	7.657983148		
 04/11  14:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	7.05767855	7.05767855		
 04/11  15:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	6.32088836	6.32088836		
 04/11  16:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	6.263618112	6.263618112		
 04/11  17:00:00	20.4900725	0	0	0	16.44367379	4.046398712	0	0		
 04/11  18:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 04/11  19:00:00	11.14618262	0.191858341	0	0	5.481224596	1.011599678	6.533647132	6.533647132		
 04/11  20:00:00	15.81445687	0.398632591	0	0	5.481224596	1.011599678	13.62307873	13.62307873		
 04/11  21:00:00	15.79414075	0.378316477	0	0	5.481224596	1.011599678	12.86256619	12.86256619		
 04/11  22:00:00	15.83067727	0.414852999	0	0	5.481224596	1.011599678	13.80002152	13.80002152		
 04/11  23:00:00	16.06156695	0.64574268	0	0	5.481224596	1.011599678	21.51919931	21.51919931		
 04/11  24:00:00	15.93807008	0.522245805	0	0	5.481224596	1.011599678	17.26598802	17.26598802		
 04/12  01:00:00	16.14636304	0.730538762	0	0	5.481224596	1.011599678	24.27554506	24.27554506		
 04/12  02:00:00	16.05647408	0.640649804	0	0	5.481224596	1.011599678	21.08731378	21.08731378		
 04/12  03:00:00	16.45493337	1.039109098	0	0	5.481224596	1.011599678	34.41573878	34.41573878		
 04/12  04:00:00	16.30238814	0.886563863	0	0	5.481224596	1.011599678	29.14537936	29.14537936		
 04/12  05:00:00	16.67552082	1.259696545	0	0	5.481224596	1.011599678	41.66269277	41.66269277		
 04/12  06:00:00	15.92033574	3.478844803	0	0	5.481224596	1.011599678	62.3034935	62.3034935		
 04/12  07:00:00	30.46174158	3.478844803	0	0	21.92489839	5.05799839	46.53078115	46.53078115		
 04/12  08:00:00	49.9402144	3.478844803	0	0	38.36857217	8.092797425	27.45969796	27.45969796		
 04/12  09:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	9.796581078	9.796581078		
 04/12  10:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	6.20761714	6.20761714		
 04/12  11:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	4.37362823	4.37362823		
 04/12  12:00:00	55.421439	3.478844803	0	0	43.84979677	8.092797425	3.104972087	3.104972087		
 04/12  13:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	1.166726586	1.166726586		
 04/12  14:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0.05469898	0.05469898		
 04/12  15:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0	0		
 04/12  16:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0	0		
 04/12  17:00:00	20.4900725	0	0	0	16.44367379	4.046398712	0	0		
 04/12  18:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 04/12  19:00:00	10.95432427	0	0	0	5.481224596	1.011599678	0	0		
 04/12  20:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 04/12  21:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 04/12  22:00:00	15.63394911	0.218124838	0	0	5.481224596	1.011599678	7.4283816	7.4283816		
 04/12  23:00:00	15.84587715	0.430052879	0	0	5.481224596	1.011599678	14.53925922	14.53925922		
 04/12  24:00:00	16.00654272	0.59071845	0	0	5.481224596	1.011599678	19.66448629	19.66448629		
 04/13  01:00:00	16.11289177	0.697067493	0	0	5.481224596	1.011599678	23.04339749	23.04339749		
 04/13  02:00:00	16.21269394	0.79686967	0	0	5.481224596	1.011599678	26.42262576	26.42262576		
 04/13  03:00:00	16.2484855	0.832661222	0	0	5.481224596	1.011599678	27.4915614	27.4915614		
 04/13  04:00:00	16.28159089	0.865766615	0	0	5.481224596	1.011599678	28.682562	28.682562		
 04/13  05:00:00	16.22116722	0.805342947	0	0	5.481224596	1.011599678	26.55083783	26.55083783		
 04/13  06:00:00	15.92033574	3.478844803	0	0	5.481224596	1.011599678	45.06270371	45.06270371		
 04/13  07:00:00	30.46174158	3.478844803	0	0	21.92489839	5.05799839	31.13895078	31.13895078		
 04/13  08:00:00	49.9402144	3.478844803	0	0	38.36857217	8.092797425	18.08644978	18.08644978		
 04/13  09:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	8.002924968	8.002924968		
 04/13  10:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	5.792182782	5.792182782		
 04/13  11:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	4.698182656	4.698182656		
 04/13  12:00:00	55.421439	3.478844803	0	0	43.84979677	8.092797425	2.687063998	2.687063998		
 04/13  13:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0.680295386	0.680295386		
 04/13  14:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0	0		
 04/13  15:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0	0		
 04/13  16:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0	0		
 04/13  17:00:00	20.4900725	0	0	0	16.44367379	4.046398712	0	0		
 04/13  18:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 04/13  19:00:00	10.95432427	0	0	0	5.481224596	1.011599678	0	0		
 04/13  20:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 04/13  21:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 04/13  22:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 04/13  23:00:00	15.58144477	0.165620496	0	0	5.481224596	1.011599678	5.666669873	5.666669873		
 04/13  24:00:00	15.71903384	0.303209562	0	0	5.481224596	1.011599678	10.31462345	10.31462345		
 04/14  01:00:00	15.7374247	0.321600429	0	0	5.481224596	1.011599678	10.75745051	10.75745051		
 04/14  02:00:00	15.94243591	0.526611634	0	0	5.481224596	1.011599678	17.76347959	17.76347959		
 04/14  03:00:00	15.94793414	0.532109864	0	0	5.481224596	1.011599678	17.48186007	17.48186007		
 04/14  04:00:00	16.16531827	0.749494	0	0	5.481224596	1.011599678	24.99775137	24.99775137		
 04/14  05:00:00	16.03006667	0.614242392	0	0	5.481224596	1.011599678	20.14984603	20.14984603		
 04/14  06:00:00	15.92033574	3.478844803	0	0	5.481224596	1.011599678	45.21814381	45.21814381		
 04/14  07:00:00	30.46174158	3.478844803	0	0	21.92489839	5.05799839	28.06304973	28.06304973		
 04/14  08:00:00	49.9402144	3.478844803	0	0	38.36857217	8.092797425	10.63047989	10.63047989		
 04/14  09:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	4.97828712	4.97828712		
 04/14  10:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	1.919401016	1.919401016		
 04/14  11:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0.105242346	0.105242346		
 04/14  12:00:00	55.421439	3.478844803	0	0	43.84979677	8.092797425	0	0		
 04/14  13:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0	0		
 04/14  14:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0	0		
 04/14  15:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0	0		
 04/14  16:00:00	61.98956168	3.478844803	0.07529841	0	49.33102137	9.104397103	0	0		
 04/14  17:00:00	20.4900725	0	0	0	16.44367379	4.046398712	0	0		
 04/14  18:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 04/14  19:00:00	10.95432427	0	0	0	5.481224596	1.011599678	0	0		
 04/14  20:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 04/14  21:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 04/14  22:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 04/14  23:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 04/14  24:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 04/15  01:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 04/15  02:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 04/15  03:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 04/15  04:00:00	15.6218433	0.206019025	0	0	5.481224596	1.011599678	7.006040076	7.006040076		
 04/15  05:00:00	15.6772859	0.261461627	0	0	5.481224596	1.011599678	8.78989293	8.78989293		
 04/15  06:00:00	11.41391022	0.459585944	0	0	5.481224596	1.011599678	15.38519059	15.38519059		
 04/15  07:00:00	9.971669077	3.478844803	0	0	5.481224596	1.011599678	23.32710386	23.32710386		
 04/15  08:00:00	10.98326876	3.478844803	0	0	5.481224596	2.023199356	10.15108367	10.15108367		
 04/15  09:00:00	20.68018255	3.478844803	0	0	13.15493903	4.046398712	6.39964909	6.39964909		
 04/15  10:00:00	20.68018255	3.478844803	0	0	13.15493903	4.046398712	3.448441819	3.448441819		
 04/15  11:00:00	20.68018255	3.478844803	0	0	13.15493903	4.046398712	1.387836242	1.387836242		
 04/15  12:00:00	9.971669077	3.478844803	0	0	5.481224596	1.011599678	0.355385601	0.355385601		
 04/15  13:00:00	9.971669077	3.478844803	0	0	5.481224596	1.011599678	0	0		
 04/15  14:00:00	9.971669077	3.478844803	0	0	5.481224596	1.011599678	0	0		
 04/15  15:00:00	9.971669077	3.478844803	0	0	5.481224596	1.011599678	0	0		
 04/15  16:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 04/15  17:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 04/15  18:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 04/15  19:00:00	10.95432427	0	0	0	5.481224596	1.011599678	0	0		
 04/15  20:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 04/15  21:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 04/15  22:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 04/15  23:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 04/15  24:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 04/16  01:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 04/16  02:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 04/16  03:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 04/16  04:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 04/16  05:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 04/16  06:00:00	10.95432427	0	0	0	5.481224596	1.011599678	0	0		
 04/16  07:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 04/16  08:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 04/16  09:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 04/16  10:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 04/16  11:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 04/16  12:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 04/16  13:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 04/16  14:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 04/16  15:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 04/16  16:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 04/16  17:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 04/16  18:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 04/16  19:00:00	10.95432427	0	0	0	5.481224596	1.011599678	0	0		
 04/16  20:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 04/16  21:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 04/16  22:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 04/16  23:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 04/16  24:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 04/17  01:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 04/17  02:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 04/17  03:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 04/17  04:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 04/17  05:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 04/17  06:00:00	14.43316908	3.478844803	0	0	5.481224596	1.011599678	22.93188075	22.93188075		
 04/17  07:00:00	30.46174158	3.478844803	0	0	21.92489839	5.05799839	10.72529804	10.72529804		
 04/17  08:00:00	49.9402144	3.478844803	0	0	38.36857217	8.092797425	7.091352182	7.091352182		
 04/17  09:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	3.787119403	3.787119403		
 04/17  10:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	1.295469067	1.295469067		
 04/17  11:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0.006586523	0.006586523		
 04/17  12:00:00	55.421439	3.478844803	0	0	43.84979677	8.092797425	0	0		
 04/17  13:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0	0		
 04/17  14:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0	0		
 04/17  15:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0	0		
 04/17  16:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0	0		
 04/17  17:00:00	20.4900725	0	0	0	16.44367379	4.046398712	0	0		
 04/17  18:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 04/17  19:00:00	10.95432427	0	0	0	5.481224596	1.011599678	0	0		
 04/17  20:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 04/17  21:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 04/17  22:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 04/17  23:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 04/17  24:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 04/18  01:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 04/18  02:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 04/18  03:00:00	15.58272427	0.166899995	0	0	5.481224596	1.011599678	5.716512024	5.716512024		
 04/18  04:00:00	15.72669242	0.310868146	0	0	5.481224596	1.011599678	10.47973221	10.47973221		
 04/18  05:00:00	15.74306231	0.327238036	0	0	5.481224596	1.011599678	10.86386792	10.86386792		
 04/18  06:00:00	14.43316908	3.478844803	0	0	5.481224596	1.011599678	34.74977995	34.74977995		
 04/18  07:00:00	30.46174158	3.478844803	0	0	21.92489839	5.05799839	20.89952425	20.89952425		
 04/18  08:00:00	49.9402144	3.478844803	0	0	38.36857217	8.092797425	9.07176643	9.07176643		
 04/18  09:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	5.866958082	5.866958082		
 04/18  10:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	3.524123251	3.524123251		
 04/18  11:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	1.40217962	1.40217962		
 04/18  12:00:00	55.421439	3.478844803	0	0	43.84979677	8.092797425	0.397134468	0.397134468		
 04/18  13:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0	0		
 04/18  14:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0	0		
 04/18  15:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0	0		
 04/18  16:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0	0		
 04/18  17:00:00	20.4900725	0	0	0	16.44367379	4.046398712	0	0		
 04/18  18:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 04/18  19:00:00	9.467157608	0	0	0	5.481224596	1.011599678	0	0		
 04/18  20:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 04/18  21:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 04/18  22:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 04/18  23:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 04/18  24:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 04/19  01:00:00	15.63932271	0.223498439	0	0	5.481224596	1.011599678	7.629299584	7.629299584		
 04/19  02:00:00	15.8990437	0.483219424	0	0	5.481224596	1.011599678	16.280112	16.280112		
 04/19  03:00:00	15.84524909	0.429424817	0	0	5.481224596	1.011599678	14.15834308	14.15834308		
 04/19  04:00:00	16.04407958	0.628255305	0	0	5.481224596	1.011599678	21.03152455	21.03152455		
 04/19  05:00:00	15.9770823	0.561258022	0	0	5.481224596	1.011599678	18.42559549	18.42559549		
 04/19  06:00:00	14.43316908	3.478844803	0	0	5.481224596	1.011599678	43.14622868	43.14622868		
 04/19  07:00:00	30.46174158	3.478844803	0	0	21.92489839	5.05799839	26.78197163	26.78197163		
 04/19  08:00:00	49.9402144	3.478844803	0	0	38.36857217	8.092797425	11.71229873	11.71229873		
 04/19  09:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	6.713200104	6.713200104		
 04/19  10:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	4.31716463	4.31716463		
 04/19  11:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	2.293174164	2.293174164		
 04/19  12:00:00	55.421439	3.478844803	0	0	43.84979677	8.092797425	1.465377071	1.465377071		
 04/19  13:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0.19816411	0.19816411		
 04/19  14:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0	0		
 04/19  15:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0	0		
