Date/Time	Electricity:Facility [kW](Hourly)	Fans:Electricity [kW](Hourly)	Cooling:Electricity [kW](Hourly)	Heating:Electricity [kW](Hourly)	InteriorLights:Electricity [kW](Hourly)	InteriorEquipment:Electricity [kW](Hourly)	Gas:Facility [kW](Hourly)	Heating:Gas [kW](Hourly)	Electricity:Facility [kW](Monthly)	Gas:Facility [kW](Monthly)
 05/24  16:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0	0		
 05/24  17:00:00	20.4900725	0	0	0	16.44367379	4.046398712	0	0		
 05/24  18:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 05/24  19:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 05/24  20:00:00	13.92865761	0	0	0	5.481224596	1.011599678	0	0		
 05/24  21:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 05/24  22:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 05/24  23:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 05/24  24:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 05/25  01:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 05/25  02:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 05/25  03:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 05/25  04:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 05/25  05:00:00	13.92865761	0	0	0	5.481224596	1.011599678	0	0		
 05/25  06:00:00	9.971669077	3.478844803	0	0	5.481224596	1.011599678	12.15847592	12.15847592		
 05/25  07:00:00	30.46174158	3.478844803	0	0	21.92489839	5.05799839	7.697199437	7.697199437		
 05/25  08:00:00	49.9402144	3.478844803	0	0	38.36857217	8.092797425	4.577075595	4.577075595		
 05/25  09:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	2.068099974	2.068099974		
 05/25  10:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0.46252746	0.46252746		
 05/25  11:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0	0		
 05/25  12:00:00	55.421439	3.478844803	0	0	43.84979677	8.092797425	0	0		
 05/25  13:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0	0		
 05/25  14:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0	0		
 05/25  15:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0	0		
 05/25  16:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0	0		
 05/25  17:00:00	20.4900725	0	0	0	16.44367379	4.046398712	0	0		
 05/25  18:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 05/25  19:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 05/25  20:00:00	13.92865761	0	0	0	5.481224596	1.011599678	0	0		
 05/25  21:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 05/25  22:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 05/25  23:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 05/25  24:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 05/26  01:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 05/26  02:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 05/26  03:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 05/26  04:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 05/26  05:00:00	13.92865761	0	0	0	5.481224596	1.011599678	0	0		
 05/26  06:00:00	9.971669077	3.478844803	0	0	5.481224596	1.011599678	12.08883466	12.08883466		
 05/26  07:00:00	30.46174158	3.478844803	0	0	21.92489839	5.05799839	7.781752817	7.781752817		
 05/26  08:00:00	49.9402144	3.478844803	0	0	38.36857217	8.092797425	4.960736634	4.960736634		
 05/26  09:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	2.303087341	2.303087341		
 05/26  10:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0.284521519	0.284521519		
 05/26  11:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0	0		
 05/26  12:00:00	55.421439	3.478844803	0	0	43.84979677	8.092797425	0	0		
 05/26  13:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0	0		
 05/26  14:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0	0		
 05/26  15:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0	0		
 05/26  16:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0	0		
 05/26  17:00:00	20.4900725	0	0	0	16.44367379	4.046398712	0	0		
 05/26  18:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 05/26  19:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 05/26  20:00:00	13.92865761	0	0	0	5.481224596	1.011599678	0	0		
 05/26  21:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 05/26  22:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 05/26  23:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 05/26  24:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 05/27  01:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 05/27  02:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 05/27  03:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 05/27  04:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 05/27  05:00:00	13.92865761	0	0	0	5.481224596	1.011599678	0	0		
 05/27  06:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 05/27  07:00:00	9.971669077	3.478844803	0	0	5.481224596	1.011599678	12.28333433	12.28333433		
 05/27  08:00:00	10.98326876	3.478844803	0	0	5.481224596	2.023199356	8.559678367	8.559678367		
 05/27  09:00:00	20.68018255	3.478844803	0	0	13.15493903	4.046398712	6.553855613	6.553855613		
 05/27  10:00:00	20.68018255	3.478844803	0	0	13.15493903	4.046398712	4.793135889	4.793135889		
 05/27  11:00:00	20.68018255	3.478844803	0	0	13.15493903	4.046398712	2.980180254	2.980180254		
 05/27  12:00:00	9.971669077	3.478844803	0	0	5.481224596	1.011599678	2.372554016	2.372554016		
 05/27  13:00:00	9.971669077	3.478844803	0	0	5.481224596	1.011599678	1.718361224	1.718361224		
 05/27  14:00:00	9.971669077	3.478844803	0	0	5.481224596	1.011599678	1.320490818	1.320490818		
 05/27  15:00:00	9.971669077	3.478844803	0	0	5.481224596	1.011599678	0.977436283	0.977436283		
 05/27  16:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 05/27  17:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 05/27  18:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 05/27  19:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 05/27  20:00:00	13.92865761	0	0	0	5.481224596	1.011599678	0	0		
 05/27  21:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 05/27  22:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 05/27  23:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 05/27  24:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 05/28  01:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 05/28  02:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 05/28  03:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 05/28  04:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 05/28  05:00:00	13.92865761	0	0	0	5.481224596	1.011599678	0	0		
 05/28  06:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 05/28  07:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 05/28  08:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 05/28  09:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 05/28  10:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 05/28  11:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 05/28  12:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 05/28  13:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 05/28  14:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 05/28  15:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 05/28  16:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 05/28  17:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 05/28  18:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 05/28  19:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 05/28  20:00:00	13.92865761	0	0	0	5.481224596	1.011599678	0	0		
 05/28  21:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 05/28  22:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 05/28  23:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 05/28  24:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 05/29  01:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 05/29  02:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 05/29  03:00:00	15.52458501	0.108760735	0	0	5.481224596	1.011599678	3.731991132	3.731991132		
 05/29  04:00:00	15.62912499	0.213300717	0	0	5.481224596	1.011599678	7.265173051	7.265173051		
 05/29  05:00:00	14.15652301	0.227865403	0	0	5.481224596	1.011599678	7.76391975	7.76391975		
 05/29  06:00:00	6.701946744	0.209122469	0	0	5.481224596	1.011599678	7.116724629	7.116724629		
 05/29  07:00:00	6.568414405	0.07559013	0	0	5.481224596	1.011599678	2.546645491	2.546645491		
 05/29  08:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 05/29  09:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 05/29  10:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 05/29  11:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 05/29  12:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 05/29  13:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 05/29  14:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 05/29  15:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 05/29  16:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 05/29  17:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 05/29  18:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 05/29  19:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 05/29  20:00:00	13.92865761	0	0	0	5.481224596	1.011599678	0	0		
 05/29  21:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 05/29  22:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 05/29  23:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 05/29  24:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 05/30  01:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 05/30  02:00:00	15.61281198	0.196987709	0	0	5.481224596	1.011599678	6.705690215	6.705690215		
 05/30  03:00:00	15.64169027	0.225865997	0	0	5.481224596	1.011599678	7.689174898	7.689174898		
 05/30  04:00:00	15.85195094	0.436126662	0	0	5.481224596	1.011599678	14.65592042	14.65592042		
 05/30  05:00:00	14.39385527	0.465197666	0	0	5.481224596	1.011599678	15.53328777	15.53328777		
 05/30  06:00:00	9.971669077	3.478844803	0	0	5.481224596	1.011599678	27.93124952	27.93124952		
 05/30  07:00:00	30.46174158	3.478844803	0	0	21.92489839	5.05799839	10.5903204	10.5903204		
 05/30  08:00:00	49.9402144	3.478844803	0	0	38.36857217	8.092797425	6.712550324	6.712550324		
 05/30  09:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	4.245110847	4.245110847		
 05/30  10:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	2.166132012	2.166132012		
 05/30  11:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0.376696347	0.376696347		
 05/30  12:00:00	55.421439	3.478844803	0	0	43.84979677	8.092797425	0	0		
 05/30  13:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0	0		
 05/30  14:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0	0		
 05/30  15:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0	0		
 05/30  16:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0	0		
 05/30  17:00:00	20.4900725	0	0	0	16.44367379	4.046398712	0	0		
 05/30  18:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 05/30  19:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 05/30  20:00:00	13.92865761	0	0	0	5.481224596	1.011599678	0	0		
 05/30  21:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 05/30  22:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 05/30  23:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 05/30  24:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 05/31  01:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 05/31  02:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 05/31  03:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 05/31  04:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 05/31  05:00:00	13.92865761	0	0	0	5.481224596	1.011599678	0	0		
 05/31  06:00:00	9.971669077	3.478844803	0	0	5.481224596	1.011599678	18.01788858	18.01788858		
 05/31  07:00:00	30.46174158	3.478844803	0	0	21.92489839	5.05799839	8.216481202	8.216481202		
 05/31  08:00:00	49.9402144	3.478844803	0	0	38.36857217	8.092797425	4.835383104	4.835383104		
 05/31  09:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	2.39541113	2.39541113		
 05/31  10:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0.548581469	0.548581469		
 05/31  11:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0	0		
 05/31  12:00:00	55.421439	3.478844803	0	0	43.84979677	8.092797425	0	0		
 05/31  13:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0	0		
 05/31  14:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0	0		
 05/31  15:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0	0		
 05/31  16:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0	0		
 05/31  17:00:00	20.4900725	0	0	0	16.44367379	4.046398712	0	0		
 05/31  18:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 05/31  19:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 05/31  20:00:00	13.92865761	0	0	0	5.481224596	1.011599678	0	0		
 05/31  21:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 05/31  22:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 05/31  23:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 05/31  24:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 06/01  01:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 06/01  02:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 06/01  03:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 06/01  04:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 06/01  05:00:00	13.92865761	0	0	0	5.481224596	1.011599678	0	0		
 06/01  06:00:00	9.971669077	3.478844803	0	0	5.481224596	1.011599678	9.701610663	9.701610663		
 06/01  07:00:00	30.46174158	3.478844803	0	0	21.92489839	5.05799839	4.217096567	4.217096567		
 06/01  08:00:00	49.9402144	3.478844803	0	0	38.36857217	8.092797425	0.818374763	0.818374763		
 06/01  09:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0	0		
 06/01  10:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0	0		
 06/01  11:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0	0		
 06/01  12:00:00	55.52823135	3.478844803	0.106792349	0	43.84979677	8.092797425	0	0		
 06/01  13:00:00	62.33039815	3.478844803	0.416134878	0	49.33102137	9.104397103	0	0		
 06/01  14:00:00	62.51545387	3.478844803	0.601190593	0	49.33102137	9.104397103	0	0		
 06/01  15:00:00	62.66978622	3.478844803	0.755522943	0	49.33102137	9.104397103	0	0		
 06/01  16:00:00	62.73576796	3.478844803	0.821504692	0	49.33102137	9.104397103	0	0		
 06/01  17:00:00	20.4900725	0	0	0	16.44367379	4.046398712	0	0		
 06/01  18:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 06/01  19:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 06/01  20:00:00	13.92865761	0	0	0	5.481224596	1.011599678	0	0		
 06/01  21:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 06/01  22:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 06/01  23:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 06/01  24:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 06/02  01:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 06/02  02:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 06/02  03:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 06/02  04:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 06/02  05:00:00	13.92865761	0	0	0	5.481224596	1.011599678	0	0		
 06/02  06:00:00	9.971669077	3.478844803	0	0	5.481224596	1.011599678	5.438222969	5.438222969		
 06/02  07:00:00	30.46174158	3.478844803	0	0	21.92489839	5.05799839	1.661084641	1.661084641		
 06/02  08:00:00	49.9402144	3.478844803	0	0	38.36857217	8.092797425	0	0		
 06/02  09:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0	0		
 06/02  10:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0	0		
 06/02  11:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0	0		
 06/02  12:00:00	55.51858961	3.478844803	0.097150606	0	43.84979677	8.092797425	0	0		
 06/02  13:00:00	62.29377613	3.478844803	0.379512853	0	49.33102137	9.104397103	0	0		
 06/02  14:00:00	62.46812815	3.478844803	0.553864875	0	49.33102137	9.104397103	0	0		
 06/02  15:00:00	62.60637011	3.478844803	0.692106832	0	49.33102137	9.104397103	0	0		
 06/02  16:00:00	62.58778439	3.478844803	0.673521115	0	49.33102137	9.104397103	0	0		
 06/02  17:00:00	20.4900725	0	0	0	16.44367379	4.046398712	0	0		
 06/02  18:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 06/02  19:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 06/02  20:00:00	13.92865761	0	0	0	5.481224596	1.011599678	0	0		
 06/02  21:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 06/02  22:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 06/02  23:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 06/02  24:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 06/03  01:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 06/03  02:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 06/03  03:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 06/03  04:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 06/03  05:00:00	13.92865761	0	0	0	5.481224596	1.011599678	0	0		
 06/03  06:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 06/03  07:00:00	9.971669077	3.478844803	0	0	5.481224596	1.011599678	5.0478516	5.0478516		
 06/03  08:00:00	10.98326876	3.478844803	0	0	5.481224596	2.023199356	1.873856532	1.873856532		
 06/03  09:00:00	20.68018255	3.478844803	0	0	13.15493903	4.046398712	0.181871675	0.181871675		
 06/03  10:00:00	20.68018255	3.478844803	0	0	13.15493903	4.046398712	0	0		
 06/03  11:00:00	20.68018255	3.478844803	0	0	13.15493903	4.046398712	0	0		
 06/03  12:00:00	9.971669077	3.478844803	0	0	5.481224596	1.011599678	0	0		
 06/03  13:00:00	9.971669077	3.478844803	0	0	5.481224596	1.011599678	0	0		
 06/03  14:00:00	9.971669077	3.478844803	0	0	5.481224596	1.011599678	0	0		
 06/03  15:00:00	9.971669077	3.478844803	0	0	5.481224596	1.011599678	0	0		
 06/03  16:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 06/03  17:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 06/03  18:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 06/03  19:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 06/03  20:00:00	13.92865761	0	0	0	5.481224596	1.011599678	0	0		
 06/03  21:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 06/03  22:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 06/03  23:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 06/03  24:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 06/04  01:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 06/04  02:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 06/04  03:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 06/04  04:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 06/04  05:00:00	13.92865761	0	0	0	5.481224596	1.011599678	0	0		
 06/04  06:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 06/04  07:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 06/04  08:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 06/04  09:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 06/04  10:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 06/04  11:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 06/04  12:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 06/04  13:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 06/04  14:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 06/04  15:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 06/04  16:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 06/04  17:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 06/04  18:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 06/04  19:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 06/04  20:00:00	13.92865761	0	0	0	5.481224596	1.011599678	0	0		
 06/04  21:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 06/04  22:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 06/04  23:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 06/04  24:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 06/05  01:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 06/05  02:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 06/05  03:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 06/05  04:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 06/05  05:00:00	13.92865761	0	0	0	5.481224596	1.011599678	0	0		
 06/05  06:00:00	9.971669077	3.478844803	0	0	5.481224596	1.011599678	8.665232696	8.665232696		
 06/05  07:00:00	30.46174158	3.478844803	0	0	21.92489839	5.05799839	4.039502973	4.039502973		
 06/05  08:00:00	49.9402144	3.478844803	0	0	38.36857217	8.092797425	1.097588876	1.097588876		
 06/05  09:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0	0		
 06/05  10:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0	0		
 06/05  11:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0	0		
 06/05  12:00:00	55.421439	3.478844803	0	0	43.84979677	8.092797425	0	0		
 06/05  13:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0	0		
 06/05  14:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0	0		
 06/05  15:00:00	61.96122132	3.478844803	0.046958045	0	49.33102137	9.104397103	0	0		
 06/05  16:00:00	61.96317449	3.478844803	0.048911222	0	49.33102137	9.104397103	0	0		
 06/05  17:00:00	20.4900725	0	0	0	16.44367379	4.046398712	0	0		
 06/05  18:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 06/05  19:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 06/05  20:00:00	12.44149094	0	0	0	5.481224596	1.011599678	0	0		
 06/05  21:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 06/05  22:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 06/05  23:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 06/05  24:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 06/06  01:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 06/06  02:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 06/06  03:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 06/06  04:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 06/06  05:00:00	13.92865761	0	0	0	5.481224596	1.011599678	0	0		
 06/06  06:00:00	9.971669077	3.478844803	0	0	5.481224596	1.011599678	8.63372405	8.63372405		
 06/06  07:00:00	30.46174158	3.478844803	0	0	21.92489839	5.05799839	4.019840481	4.019840481		
 06/06  08:00:00	49.9402144	3.478844803	0	0	38.36857217	8.092797425	1.082019513	1.082019513		
 06/06  09:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0	0		
 06/06  10:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0	0		
 06/06  11:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0	0		
 06/06  12:00:00	55.421439	3.478844803	0	0	43.84979677	8.092797425	0	0		
 06/06  13:00:00	61.91426327	3.478844803	0	0	49.33102137	9.104397103	0	0		
 06/06  14:00:00	61.91540113	3.478844803	0.001137856	0	49.33102137	9.104397103	0	0		
 06/06  15:00:00	62.01214541	3.478844803	0.097882141	0	49.33102137	9.104397103	0	0		
 06/06  16:00:00	62.02329417	3.478844803	0.109030895	0	49.33102137	9.104397103	0	0		
 06/06  17:00:00	20.4900725	0	0	0	16.44367379	4.046398712	0	0		
 06/06  18:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 06/06  19:00:00	6.492824274	0	0	0	5.481224596	1.011599678	0	0		
 06/06  20:00:00	12.44149094	0	0	0	5.481224596	1.011599678	0	0		
 06/06  21:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 06/06  22:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 06/06  23:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
 06/06  24:00:00	15.41582427	0	0	0	5.481224596	1.011599678	0	0		
