Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),Electricity:Facility [kW](Monthly),Gas:Facility [kW](Monthly)
 01/01  01:00:00,16.9857271909,1.56990291639,0.0,0.0,5.48122459637,1.0115996781,51.7535892945,51.7535892945
 01/01  02:00:00,16.6439246128,1.22810033834,0.0,0.0,5.48122459637,1.0115996781,40.252894429,40.252894429
 01/01  03:00:00,17.0928243312,1.67700005678,0.0,0.0,5.48122459637,1.0115996781,55.2010493018,55.2010493018
 01/01  04:00:00,16.694509695,1.2786854205,0.0,0.0,5.48122459637,1.0115996781,41.9378361986,41.9378361986
 01/01  05:00:00,17.128204118,1.71237984349,0.0,0.0,5.48122459637,1.0115996781,56.3761431517,56.3761431517
 01/01  06:00:00,16.7579039161,1.3420796416,0.0,0.0,5.48122459637,1.0115996781,44.0294293504,44.0294293504
 01/01  07:00:00,17.2729689903,1.85714471586,0.0,0.0,5.48122459637,1.0115996781,61.2382014606,61.2382014606
 01/01  08:00:00,10.8956129556,1.42845534785,0.0,0.0,5.48122459637,1.0115996781,46.9422897605,46.9422897605
 01/01  09:00:00,8.21494349003,1.72211921556,0.0,0.0,5.48122459637,1.0115996781,56.9795627327,56.9795627327
 01/01  10:00:00,7.49070306037,0.997878785904,0.0,0.0,5.48122459637,1.0115996781,32.8868534631,32.8868534631
 01/01  11:00:00,7.67633323852,1.18350896405,0.0,0.0,5.48122459637,1.0115996781,38.9472450616,38.9472450616
 01/01  12:00:00,7.14205517167,0.649230897202,0.0,0.0,5.48122459637,1.0115996781,21.3191970155,21.3191970155
 01/01  13:00:00,7.03774354801,0.544919273548,0.0,0.0,5.48122459637,1.0115996781,17.9052901266,17.9052901266
 01/01  14:00:00,6.85405976312,0.361235488656,0.0,0.0,5.48122459637,1.0115996781,11.7322225928,11.7322225928
